cdate,cp,prediction,actual
2015-03-18,2099.500,0.401,0.000
2015-03-17,2074.280,0.546,1.216
2015-03-16,2081.190,0.439,-0.332
2015-03-13,2053.400,0.549,1.353
2015-03-12,2065.950,0.566,-0.607
2015-03-11,2040.240,0.540,1.260
2015-03-10,2044.160,0.562,-0.192
2015-03-09,2079.430,0.412,-1.696
2015-03-06,2071.260,0.665,0.394
2015-03-05,2101.040,0.554,-1.417
2015-03-04,2098.530,0.513,0.120
2015-03-03,2107.780,0.452,-0.439
2015-03-02,2117.390,0.543,-0.454
2015-02-27,2104.500,0.376,0.612
2015-02-26,2110.740,0.537,-0.296
2015-02-25,2113.860,0.574,-0.148
2015-02-24,2115.480,0.523,-0.077
2015-02-23,2109.660,0.483,0.276
2015-02-20,2110.300,0.449,-0.030
2015-02-19,2097.450,0.518,0.613
2015-02-18,2099.680,0.409,-0.106
2015-02-17,2100.340,0.558,-0.031
2015-02-13,2096.990,0.655,0.160
2015-02-12,2088.480,0.506,0.407
2015-02-11,2068.530,0.544,0.964
2015-02-10,2068.590,0.472,-0.003
2015-02-09,2046.740,0.410,1.068
2015-02-06,2055.470,0.641,-0.425
2015-02-05,2062.520,0.561,-0.342
2015-02-04,2041.510,0.658,1.029
2015-02-03,2050.030,0.626,-0.416
2015-02-02,2020.850,0.603,1.444
2015-01-30,1994.990,0.407,1.296
2015-01-29,2021.250,0.328,-1.299
2015-01-28,2002.160,0.491,0.953
2015-01-27,2029.550,0.600,-1.350
2015-01-26,2057.090,0.509,-1.339
2015-01-23,2051.820,0.405,0.257
2015-01-22,2063.150,0.595,-0.549
2015-01-21,2032.120,0.605,1.527
2015-01-20,2022.550,0.416,0.473
2015-01-16,2019.420,0.567,0.155
2015-01-15,1992.670,0.367,1.342
2015-01-14,2011.270,0.420,-0.925
2015-01-13,2023.030,0.534,-0.581
2015-01-12,2028.260,0.576,-0.258
2015-01-09,2044.810,0.536,-0.809
2015-01-08,2062.140,0.483,-0.840
2015-01-07,2025.900,0.554,1.789
2015-01-06,2002.610,0.483,1.163
2015-01-05,2020.580,0.480,-0.889
2015-01-02,2058.200,0.484,-1.828
2014-12-31,2058.900,0.490,-0.034
2014-12-30,2080.350,0.416,-1.031
2014-12-29,2090.570,0.418,-0.489
2014-12-26,2088.770,0.413,0.086
2014-12-24,2081.880,0.449,0.331
2014-12-23,2082.170,0.701,-0.014
2014-12-22,2078.540,0.707,0.175
2014-12-19,2070.650,0.517,0.381
2014-12-18,2061.230,0.392,0.457
2014-12-17,2012.890,0.588,2.402
2014-12-16,1972.740,0.469,2.035
2014-12-15,1989.630,0.525,-0.849
2014-12-12,2002.330,0.434,-0.634
2014-12-11,2035.330,0.424,-1.621
2014-12-10,2026.140,0.342,0.454
2014-12-09,2059.820,0.456,-1.635
2014-12-08,2060.310,0.463,-0.024
2014-12-05,2075.370,0.594,-0.726
2014-12-04,2071.920,0.566,0.167
2014-12-03,2074.330,0.470,-0.116
2014-12-02,2066.550,0.477,0.376
2014-12-01,2053.440,0.490,0.638
2014-11-28,2067.560,0.431,-0.683
2014-11-26,2072.830,0.457,-0.254
2014-11-25,2067.030,0.535,0.281
2014-11-24,2069.410,0.521,-0.115
2014-11-21,2063.500,0.454,0.286
2014-11-20,2052.750,0.428,0.524
2014-11-19,2048.720,0.632,0.197
2014-11-18,2051.800,0.499,-0.150
2014-11-17,2041.320,0.540,0.513
2014-11-14,2039.820,0.468,0.074
2014-11-13,2039.330,0.376,0.024
2014-11-12,2038.250,0.535,0.053
2014-11-11,2039.680,0.514,-0.070
2014-11-10,2038.260,0.646,0.070
2014-11-07,2031.920,0.457,0.312
2014-11-06,2031.210,0.514,0.035
2014-11-05,2023.570,0.589,0.378
2014-11-04,2012.100,0.564,0.570
2014-11-03,2017.810,0.616,-0.283
2014-10-31,2018.050,0.398,-0.012
2014-10-30,1994.650,0.339,1.173
2014-10-29,1982.300,0.475,0.623
2014-10-28,1985.050,0.436,-0.139
2014-10-27,1961.630,0.482,1.194
2014-10-24,1964.580,0.508,-0.150
2014-10-23,1950.820,0.516,0.705
2014-10-22,1927.110,0.570,1.230
2014-10-21,1941.280,0.544,-0.730
2014-10-20,1904.010,0.508,1.957
2014-10-17,1886.760,0.343,0.914
2014-10-16,1862.760,0.380,1.288
2014-10-15,1862.490,0.379,0.014
2014-10-14,1877.700,0.495,-0.810
2014-10-13,1874.740,0.553,0.158
2014-10-10,1906.130,0.440,-1.647
2014-10-09,1928.210,0.642,-1.145
2014-10-08,1968.890,0.504,-2.066
2014-10-07,1935.100,0.655,1.746
2014-10-06,1964.820,0.523,-1.513
2014-10-03,1967.900,0.361,-0.157
2014-10-02,1946.170,0.611,1.117
2014-10-01,1946.160,0.580,0.001
2014-09-30,1972.290,0.629,-1.325
2014-09-29,1977.800,0.523,-0.279
2014-09-26,1982.850,0.547,-0.255
2014-09-25,1965.990,0.513,0.858
2014-09-24,1998.300,0.562,-1.617
2014-09-23,1982.770,0.580,0.783
2014-09-22,1994.290,0.549,-0.578
2014-09-19,2010.400,0.594,-0.801
2014-09-18,2011.360,0.561,-0.048
2014-09-17,2001.570,0.493,0.489
2014-09-16,1998.980,0.502,0.130
2014-09-15,1984.130,0.513,0.748
2014-09-12,1985.540,0.465,-0.071
2014-09-11,1997.450,0.528,-0.596
2014-09-10,1995.690,0.566,0.088
2014-09-09,1988.440,0.552,0.365
2014-09-08,2001.540,0.523,-0.654
2014-09-05,2007.710,0.419,-0.307
2014-09-04,1997.650,0.544,0.504
2014-09-03,2000.720,0.547,-0.153
2014-09-02,2002.280,0.648,-0.078
2014-08-29,2003.370,0.504,-0.054
2014-08-28,1996.740,0.486,0.332
2014-08-27,2000.120,0.466,-0.169
2014-08-26,2000.020,0.498,0.005
2014-08-25,1997.920,0.537,0.105
2014-08-22,1988.400,0.606,0.479
2014-08-21,1992.370,0.521,-0.199
2014-08-20,1986.510,0.557,0.295
2014-08-19,1981.600,0.536,0.248
2014-08-18,1971.740,0.581,0.500
2014-08-15,1955.060,0.539,0.853
2014-08-14,1955.180,0.506,-0.006
2014-08-13,1946.720,0.492,0.435
2014-08-12,1933.750,0.620,0.671
2014-08-11,1936.920,0.543,-0.164
2014-08-08,1931.590,0.451,0.276
2014-08-07,1909.570,0.501,1.153
2014-08-06,1920.240,0.509,-0.556
2014-08-05,1920.210,0.520,0.002
2014-08-04,1938.990,0.429,-0.969
2014-08-01,1925.150,0.457,0.719
2014-07-31,1930.670,0.527,-0.286
2014-07-30,1970.070,0.564,-2.000
2014-07-29,1969.950,0.473,0.006
2014-07-28,1978.910,0.503,-0.453
2014-07-25,1978.340,0.492,0.029
2014-07-24,1987.980,0.526,-0.485
2014-07-23,1987.010,0.474,0.049
2014-07-22,1983.530,0.490,0.175
2014-07-21,1973.630,0.544,0.502
2014-07-18,1978.220,0.599,-0.232
2014-07-17,1958.120,0.585,1.026
2014-07-16,1981.570,0.515,-1.183
2014-07-15,1973.280,0.627,0.420
2014-07-14,1977.100,0.607,-0.193
2014-07-11,1967.570,0.534,0.484
2014-07-10,1964.680,0.605,0.147
2014-07-09,1972.830,0.566,-0.413
2014-07-08,1963.710,0.536,0.464
2014-07-07,1977.650,0.537,-0.705
2014-07-03,1985.440,0.491,-0.392
2014-07-02,1974.620,0.543,0.548
2014-07-01,1973.320,0.588,0.066
2014-06-30,1960.230,0.673,0.668
2014-06-27,1960.960,0.669,-0.037
2014-06-26,1957.220,0.373,0.191
2014-06-25,1959.530,0.563,-0.118
2014-06-24,1949.980,0.577,0.490
2014-06-23,1962.610,0.560,-0.644
2014-06-20,1962.870,0.476,-0.013
2014-06-19,1959.480,0.504,0.173
2014-06-18,1956.980,0.484,0.128
2014-06-17,1941.990,0.580,0.772
2014-06-16,1937.780,0.460,0.217
2014-06-13,1936.160,0.527,0.084
2014-06-12,1930.110,0.471,0.313
2014-06-11,1943.890,0.464,-0.709
2014-06-10,1950.790,0.452,-0.354
2014-06-09,1951.270,0.514,-0.025
2014-06-06,1949.440,0.526,0.094
2014-06-05,1940.460,0.479,0.463
2014-06-04,1927.880,0.590,0.653
2014-06-03,1924.240,0.611,0.189
2014-06-02,1924.970,0.602,-0.038
2014-05-30,1923.570,0.474,0.073
2014-05-29,1920.030,0.492,0.184
2014-05-28,1909.780,0.477,0.537
2014-05-27,1911.910,0.516,-0.111
2014-05-23,1900.530,0.535,0.599
2014-05-22,1892.490,0.552,0.425
2014-05-21,1888.030,0.504,0.236
2014-05-20,1872.830,0.462,0.812
2014-05-19,1885.080,0.489,-0.650
2014-05-16,1877.860,0.588,0.384
2014-05-15,1870.850,0.609,0.375
2014-05-14,1888.530,0.539,-0.936
2014-05-13,1897.450,0.574,-0.470
2014-05-12,1896.650,0.580,0.042
2014-05-09,1878.480,0.524,0.967
2014-05-08,1875.630,0.561,0.152
2014-05-07,1878.210,0.650,-0.137
2014-05-06,1867.720,0.583,0.562
2014-05-05,1884.660,0.585,-0.899
2014-05-02,1881.140,0.552,0.187
2014-05-01,1883.680,0.623,-0.135
2014-04-30,1883.950,0.546,-0.014
2014-04-29,1878.330,0.512,0.299
2014-04-28,1869.430,0.555,0.476
2014-04-25,1863.400,0.495,0.324
2014-04-24,1878.610,0.528,-0.810
2014-04-23,1875.390,0.569,0.172
2014-04-22,1879.550,0.576,-0.221
2014-04-21,1871.890,0.651,0.409
2014-04-17,1864.850,0.690,0.378
2014-04-16,1862.310,0.492,0.136
2014-04-15,1842.980,0.441,1.049
2014-04-14,1830.610,0.515,0.676
2014-04-11,1815.690,0.561,0.822
2014-04-10,1833.080,0.505,-0.949
2014-04-09,1872.180,0.462,-2.088
2014-04-08,1851.960,0.545,1.092
2014-04-07,1845.040,0.638,0.375
2014-04-04,1865.090,0.584,-1.075
2014-04-03,1888.770,0.553,-1.254
2014-04-02,1890.900,0.605,-0.113
2014-04-01,1885.520,0.609,0.285
2014-03-31,1872.340,0.542,0.704
2014-03-28,1857.620,0.480,0.792
2014-03-27,1849.040,0.390,0.464
2014-03-26,1852.560,0.490,-0.190
2014-03-25,1865.620,0.607,-0.700
2014-03-24,1857.440,0.619,0.440
