cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8
2014-10-29,119.460,0.084,0.227,-0.400,-0.117,-1.330
2014-10-28,119.190,0.227,-0.625,-0.443,-1.226,-2.103
2014-10-27,119.940,-0.625,0.184,0.284,-0.498,-2.114
2014-10-24,119.720,0.184,0.100,-0.787,-1.473,-1.522
2014-10-23,119.600,0.100,-0.887,-0.780,-1.214,-0.977
2014-10-22,120.670,-0.887,0.108,-0.691,-0.887,0.516
2014-10-21,120.540,0.108,-0.798,-0.438,-1.624,1.405
2014-10-20,121.510,-0.798,0.363,-0.197,-0.049,1.776
2014-10-17,121.070,0.363,-0.559,-1.192,0.240,1.433
2014-10-16,121.750,-0.559,-0.637,0.148,1.416,3.379
2014-10-15,122.530,-0.637,0.790,1.449,3.079,4.104
2014-10-14,121.570,0.790,0.654,1.266,1.826,3.729
2014-10-13,120.780,0.654,0.608,1.607,1.190,2.157
2014-10-10,120.050,0.608,0.993,0.553,1.936,3.251
2014-10-09,118.870,0.993,-0.436,-0.411,0.994,1.659
2014-10-08,119.390,-0.436,0.025,1.376,1.869,2.922
2014-10-07,119.360,0.025,1.350,1.410,0.956,2.746
2014-10-06,117.770,1.350,0.059,0.486,1.290,2.578
2014-10-03,117.700,0.059,0.427,-0.448,0.659,1.949
2014-10-02,117.200,0.427,-0.871,0.800,1.034,2.144
2014-10-01,118.230,-0.871,1.686,1.112,1.773,3.168
2014-09-30,116.270,1.686,-0.564,0.233,1.272,2.748
2014-09-29,116.930,-0.564,0.802,0.654,1.282,3.661
2014-09-26,116.000,0.802,-0.146,1.036,1.098,2.573
2014-09-25,116.170,-0.146,1.185,0.624,1.370,2.307
2014-09-24,114.810,1.185,-0.554,0.061,1.458,1.261
2014-09-23,115.450,-0.554,0.619,0.742,2.349,0.759
2014-09-22,114.740,0.619,0.122,1.396,1.459,-0.191
2014-09-19,114.600,0.122,1.273,1.596,0.925,-0.942
2014-09-18,113.160,1.273,0.319,0.062,-0.194,-2.263
2014-09-17,112.800,0.319,-0.256,-0.661,-1.553,-2.532
2014-09-16,113.090,-0.256,-0.405,-0.256,-1.627,-2.467
2014-09-15,113.550,-0.405,0.150,-0.899,-1.850,-3.263
2014-09-12,113.380,0.150,-1.047,-1.374,-2.073,-2.870
2014-09-11,114.580,-1.047,-0.331,-0.959,-0.994,-3.755
2014-09-10,114.960,-0.331,-0.631,-0.708,-0.854,-3.371
2014-09-09,115.690,-0.631,-0.078,-0.035,-1.440,-2.248
2014-09-08,115.780,-0.078,0.043,-0.147,-0.814,-1.338
2014-09-05,115.730,0.043,-0.190,-1.406,-2.789,-1.699
2014-09-04,115.950,-0.190,-1.218,-0.668,-2.538,-1.142
2014-09-03,117.380,-1.218,0.557,-1.403,-0.820,0.634
2014-09-02,116.730,0.557,-1.949,-1.883,-0.528,0.638
2014-08-29,119.050,-1.949,0.067,0.591,1.121,2.470
2014-08-28,118.970,0.067,0.524,1.380,1.432,2.085
2014-08-27,118.350,0.524,0.852,0.527,1.466,0.544
2014-08-26,117.350,0.852,-0.323,0.051,1.173,0.782
2014-08-25,117.730,-0.323,0.375,0.934,1.334,1.922
2014-08-22,117.290,0.375,0.557,1.121,0.644,2.205
