cdate,cp,pctlead,dow,dom,moy,eem4,eem5,eem6,eem7,efa4,efa5,efa6,efa7,ewj4,ewj5,ewj6,ewj7,fxi4,fxi5,fxi6,fxi7,gld4,gld5,gld6,gld7,iwm4,iwm5,iwm6,iwm7,mdy4,mdy5,mdy6,mdy7,tlt4,tlt5,tlt6,tlt7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2014-07-16,1981.57,-1.183,3,16,07,0.249,0.181,0.842,0.34,0.619,0.368,1.172,-1.445,0.165,0.497,1.846,-0.328,0.313,0.313,2.067,0.234,0.353,-0.597,-2.777,-1.722,-0.271,-1.253,-0.876,-4.657,-0.132,-0.477,-0.163,-2.14,0.532,0.327,0.532,2.512,1.348,1.062,1.17,1.15,0.42,0.226,0.86,-0.195
2014-07-15,1973.28,0.42,2,15,07,-0.068,0.706,0.045,0.683,-0.25,0.489,-0.557,-1.853,0.331,1.508,-0.082,-0.818,0.0,1.319,1.132,0.999,-0.947,-3.3,-2.589,-2.482,-0.985,-0.478,-1.665,-3.82,-0.345,0.074,-0.738,-1.71,-0.203,-0.634,0.027,1.602,-0.282,0.639,-1.12,0.807,-0.193,0.29,0.023,-0.068
2014-07-14,1977.1,-0.193,1,14,07,0.775,0.66,0.683,1.352,0.741,0.801,0.015,-1.45,1.173,1.342,0.249,-1.388,1.319,1.749,0.655,2.894,-2.376,-2.194,-1.062,-1.551,0.513,0.382,-0.559,-3.608,0.421,0.315,-0.143,-1.843,-0.431,0.204,0.31,0.721,0.924,0.107,-0.146,1.302,0.484,0.632,0.682,0.192
2014-07-11,1967.57,0.484,5,11,07,-0.114,-0.656,-0.544,1.527,0.059,-1.041,-1.762,-1.316,0.168,-1.566,-1.241,-0.831,0.424,-0.184,-1.173,2.322,0.187,0.735,1.386,0.578,-0.13,-1.193,-2.267,-3.123,-0.105,-0.812,-1.33,-1.489,0.638,0.665,1.875,0.053,-0.809,-1.748,-0.887,1.053,0.147,-0.267,-0.51,0.374
2014-07-10,1964.68,0.147,4,10,07,-0.543,0.023,-0.498,1.361,-1.1,-0.78,-2.586,-1.288,-1.731,-1.079,-2.135,-0.501,-0.606,-1.075,-1.795,1.424,0.548,1.157,1.085,1.484,-1.064,-0.937,-3.814,-2.611,-0.707,-0.457,-1.98,-0.964,0.027,0.106,1.97,-0.336,-0.946,-0.253,-0.019,1.344,-0.413,0.049,-1.046,0.19
2014-07-09,1972.83,-0.413,3,09,07,0.569,0.113,0.638,2.15,0.324,-0.728,-1.303,-0.132,0.664,0.331,-0.736,0.999,-0.472,-0.991,-0.132,2.262,0.606,0.646,0.11,0.876,0.129,-1.087,-2.191,-0.902,0.252,-0.523,-0.98,0.302,0.08,1.202,1.575,-0.511,0.7,0.877,1.949,1.49,0.464,-0.244,-0.091,0.798
2014-07-08,1963.71,0.464,2,08,07,-0.453,-0.521,0.665,1.69,-1.048,-1.82,-1.464,-0.381,-0.331,-1.067,-1.633,0.0,-0.522,-0.729,2.224,3.753,0.039,-0.071,-0.493,0.063,-1.214,-2.904,-3.066,-1.197,-0.773,-1.53,-1.702,-0.162,1.121,1.861,0.41,-0.115,0.175,0.234,1.45,0.676,-0.705,-1.094,-0.487,0.213
2014-07-07,1977.65,-0.705,1,07,07,-0.068,0.524,2.082,1.565,-0.78,-0.579,0.453,-1.773,-0.739,-1.064,0.415,0.0,-0.208,0.868,3.537,4.496,-0.11,-0.532,-0.797,0.032,-1.711,-1.117,-0.875,0.865,-0.763,-0.459,-0.161,1.293,0.732,0.369,-1.788,-0.968,0.058,1.063,1.957,-0.078,-0.392,0.153,0.889,1.419
2014-07-03,1985.44,-0.392,4,03,07,0.592,1.192,1.869,1.587,0.203,0.362,1.332,-1.62,-0.327,-0.571,1.669,0.744,1.078,2.974,3.279,2.864,-0.423,-0.423,0.395,0.244,0.605,-0.167,1.251,1.525,0.306,-0.175,1.037,1.255,-0.36,-1.425,-2.261,-0.691,1.004,1.213,1.364,-1.715,0.548,0.614,1.248,1.163
2014-07-02,1974.62,0.548,3,02,07,0.596,1.55,1.503,0.781,0.159,1.038,1.186,-2.084,-0.245,1.495,1.749,0.246,1.876,2.646,2.397,0.502,0.0,-0.266,0.765,0.949,-0.767,0.244,1.319,0.719,-0.48,0.299,1.295,0.837,-1.069,-2.149,-2.054,-0.644,0.207,0.884,-0.451,-2.177,0.066,0.734,0.889,0.599
2014-07-01,1973.32,0.066,2,01,07,0.948,0.669,1.019,-0.023,0.878,0.966,1.099,-2.406,1.744,2.254,1.66,0.575,0.756,0.296,1.496,-1.608,-0.266,0.821,0.559,0.599,1.018,1.42,1.928,1.833,0.783,1.214,1.566,1.347,-1.092,-0.848,-0.523,1.19,0.675,0.148,-0.764,-1.237,0.668,0.63,0.704,0.706
2014-06-30,1960.23,0.668,1,30,06,-0.277,-0.046,-0.506,-1.526,0.088,0.146,-2.217,-2.732,0.501,0.25,-0.414,0.585,-0.457,-0.242,0.926,-3.239,1.09,1.034,0.835,4.378,0.397,1.072,1.756,0.892,0.428,0.992,1.456,0.595,0.247,0.097,0.835,0.996,-0.524,-1.323,-1.996,-1.996,-0.037,0.154,0.526,0.166
2014-06-27,1960.96,-0.037,5,27,06,0.231,0.347,-0.276,-0.161,0.059,0.132,-2.914,-1.98,-0.25,-0.581,-0.91,1.439,0.215,1.197,-0.401,-2.053,-0.055,-0.26,-0.15,3.582,0.672,0.501,0.271,1.171,0.562,0.348,0.216,0.667,-0.15,0.328,1.606,1.524,-0.804,-0.911,-3.037,-1.181,0.191,0.073,-0.084,0.977
2014-06-26,1957.22,0.191,4,26,06,0.116,-0.46,-0.712,-0.369,0.073,-2.36,-3.232,-2.108,-0.332,-0.662,-1.477,1.522,0.979,1.172,-1.85,-2.341,-0.205,-0.197,0.182,3.521,-0.17,0.677,-0.592,1.205,-0.213,0.459,-0.451,0.935,0.478,0.737,1.44,0.872,-0.108,-0.681,-1.734,-0.865,-0.118,0.371,-0.288,1.003
2014-06-25,1959.53,-0.118,3,25,06,-0.575,-0.621,-1.031,-0.94,-2.431,-3.042,-3.467,-2.151,-0.331,-0.331,-1.067,1.86,0.191,-1.579,-3.058,-3.465,0.008,0.11,0.039,3.277,0.848,-0.229,-0.093,1.869,0.674,-0.131,-0.216,1.174,0.258,1.274,1.721,0.642,-0.574,-2.146,-0.477,-0.497,0.49,-0.157,0.003,1.207
2014-06-24,1949.98,0.49,2,24,06,-0.046,-0.253,-1.025,-0.321,-0.625,-0.893,-0.526,0.359,0.0,-0.82,1.003,2.719,-1.767,-2.987,-4.127,-2.186,0.102,0.379,3.513,3.539,-1.068,-1.26,-0.849,1.187,-0.8,-0.907,-0.849,0.757,1.014,0.698,0.16,0.33,-1.581,-1.059,0.0,1.053,-0.644,-0.657,-0.358,1.029
2014-06-23,1962.61,-0.644,1,23,06,-0.207,-0.412,0.115,-0.753,-0.269,-0.439,0.961,1.019,-0.82,-0.739,2.371,3.069,-1.242,-1.503,-1.658,-0.691,0.277,-0.071,3.737,4.481,-0.195,0.136,0.898,1.654,-0.108,-0.085,0.45,1.05,-0.313,0.442,-0.081,0.207,0.53,1.705,1.914,2.384,-0.013,0.16,1.062,0.963
2014-06-20,1962.87,-0.013,5,20,06,-0.206,-0.774,0.346,-0.887,-0.17,0.37,1.161,0.786,0.082,1.838,3.043,4.188,-0.264,-1.176,-0.5,0.132,-0.347,3.122,3.333,4.21,0.331,0.416,1.808,1.354,0.023,0.058,1.393,0.829,0.757,-0.534,-0.56,0.703,1.169,1.071,0.884,2.336,0.173,0.301,1.295,0.619
2014-06-19,1959.48,0.173,4,19,06,-0.569,0.53,0.092,-0.16,0.541,1.406,1.363,0.741,1.754,3.133,2.959,3.22,-0.914,-0.158,-0.42,0.851,3.481,3.811,3.237,5.213,0.085,0.761,1.964,0.821,0.035,0.535,1.393,0.52,-1.281,-0.52,-1.061,-0.422,-0.097,0.205,-0.019,1.093,0.128,0.901,1.204,0.421
2014-06-18,1956.98,0.128,3,18,06,1.105,1.129,0.711,0.781,0.861,0.789,0.89,0.1,1.355,1.183,1.699,1.355,0.763,0.684,2.026,2.793,0.319,0.204,0.024,1.708,0.675,1.386,2.054,1.622,0.501,1.334,1.62,0.813,0.771,-0.027,0.169,0.726,0.303,-0.185,1.053,1.112,0.772,0.991,1.392,0.387
2014-06-17,1941.99,0.772,2,17,06,0.023,-0.436,-0.868,0.672,-0.072,-0.043,0.057,-0.215,-0.169,-0.169,0.682,0.0,-0.079,-0.263,0.984,1.469,-0.114,-0.553,0.717,1.343,0.706,1.194,0.749,1.908,0.829,0.853,0.597,0.877,-0.792,-0.544,0.288,-0.045,-0.486,-0.224,0.461,1.86,0.217,0.301,-0.098,0.079
2014-06-16,1937.78,0.217,1,16,06,-0.459,-0.413,-1.229,1.71,0.029,0.1,-0.371,0.548,0.0,0.51,1.111,0.424,-0.184,1.333,0.635,2.369,-0.439,-0.179,0.849,2.221,0.484,0.659,-0.446,3.318,0.023,0.282,-0.556,1.056,0.25,0.196,1.27,0.798,0.263,1.239,1.439,2.879,0.084,0.397,-0.667,0.514
2014-06-13,1936.16,0.084,5,13,06,0.046,-0.434,-0.252,1.608,0.072,0.101,-0.613,0.49,0.51,0.853,0.254,1.111,1.519,1.249,1.276,1.709,0.261,1.277,1.915,2.458,0.173,-0.439,-1.121,3.224,0.259,-0.254,-0.861,1.497,-0.053,0.836,0.646,0.52,0.974,0.687,1.113,2.251,0.313,-0.398,-0.774,0.619
2014-06-12,1930.11,0.313,4,12,06,-0.479,-0.819,0.069,2.132,0.029,-0.471,-0.783,0.173,0.341,0.598,-0.339,0.427,-0.266,-0.688,0.752,1.078,1.013,1.03,1.683,2.456,-0.612,-1.097,-0.423,2.797,-0.511,-0.836,-0.794,1.267,0.89,1.072,0.556,-0.664,-0.284,0.197,0.059,1.721,-0.709,-1.06,-0.992,0.267
2014-06-11,1943.89,-0.709,3,11,06,-0.341,0.183,1.553,2.938,-0.5,-0.713,-0.272,0.346,0.256,-0.593,-0.677,1.295,-0.424,0.027,0.481,2.09,0.016,0.63,0.622,0.814,-0.489,-0.684,1.15,2.871,-0.327,-0.609,0.278,2.121,0.18,-0.188,-0.332,-2.524,0.483,0.424,1.392,1.413,-0.354,-0.378,0.177,1.056
2014-06-10,1950.79,-0.354,2,10,06,0.526,0.895,2.976,1.878,-0.214,-0.313,0.923,0.865,-0.847,-0.931,-0.679,1.211,0.452,1.45,1.723,3.055,0.613,0.647,1.361,0.372,-0.197,0.682,3.78,2.911,-0.283,0.043,1.621,2.191,-0.368,-0.511,-0.466,-2.742,-0.059,-0.138,1.419,0.188,-0.025,0.069,1.188,1.602
2014-06-09,1951.27,-0.025,1,09,06,0.367,1.368,1.864,1.627,-0.1,0.444,1.11,1.696,-0.085,-0.085,0.855,3.237,0.994,0.454,0.427,2.788,0.033,-0.008,0.533,-0.454,0.88,1.847,4.394,3.46,0.327,0.892,2.379,3.063,-0.143,-0.143,-0.125,-2.902,-0.079,0.965,1.126,0.455,0.094,0.557,1.405,2.173
2014-06-06,1949.44,0.094,5,06,06,0.997,2.062,2.062,1.847,0.544,1.24,0.963,1.459,0.0,0.255,0.768,2.875,-0.534,0.269,0.323,3.015,-0.041,0.71,0.76,-1.018,0.958,3.078,3.234,2.025,0.564,1.577,2.078,2.342,0.0,0.045,-1.213,-1.561,1.044,1.559,1.661,0.237,0.463,1.118,1.271,1.963
2014-06-05,1940.46,0.463,4,05,06,1.054,0.489,1.363,-0.023,0.692,0.663,0.62,1.63,0.255,0.94,1.986,3.687,0.808,-0.027,1.601,3.027,0.752,0.542,0.191,-3.092,2.099,2.5,1.701,2.51,1.008,1.474,1.838,2.446,0.045,0.018,-2.2,-0.985,0.51,0.159,0.02,-0.76,0.653,0.843,0.878,2.101
2014-06-04,1927.88,0.653,3,04,06,-0.559,0.0,-1.066,-1.249,-0.029,-0.273,-0.058,1.196,0.684,0.512,1.903,4.433,-0.828,0.054,1.309,2.173,-0.208,0.05,-0.976,-3.938,0.393,0.151,-0.838,1.499,0.461,0.493,0.561,2.103,-0.027,-1.257,-2.286,-0.5,-0.349,0.1,-1.215,-1.438,0.189,0.151,0.409,1.87
2014-06-03,1924.24,0.189,2,03,06,0.562,0.87,-0.232,0.0,-0.244,-0.043,0.58,1.359,-0.171,1.036,2.362,4.745,0.889,1.628,2.35,3.912,0.259,-0.349,-0.982,-3.521,-0.241,-0.78,-0.894,2.153,0.032,0.359,0.668,2.258,-1.231,-2.217,-2.78,-0.615,0.45,-0.139,-0.663,-1.607,-0.038,0.035,0.757,1.918
2014-06-02,1924.97,-0.038,1,02,06,0.306,-1.066,-0.21,0.211,0.202,0.216,0.491,2.4,1.209,1.384,2.091,6.159,0.733,1.255,2.683,4.416,-0.606,-1.025,-1.764,-4.002,-0.54,-0.988,-1.171,2.925,0.327,0.068,0.259,2.789,-0.999,-1.042,-0.353,0.009,-0.587,-1.313,-1.401,-0.725,0.073,0.257,0.683,2.784
2014-05-30,1923.57,0.073,5,30,05,-1.368,-1.093,-1.368,-0.908,0.014,0.623,1.004,1.551,0.173,1.312,1.668,3.671,0.518,0.711,1.403,3.048,-0.422,-0.635,-3.277,-3.331,-0.45,-0.115,0.795,1.905,-0.258,0.308,0.597,1.378,-0.044,-0.575,1.242,1.242,-0.731,-0.524,-0.78,-0.337,0.184,0.722,1.212,2.042
2014-05-29,1920.03,0.184,4,29,05,0.279,0.865,-0.185,0.466,0.609,0.275,1.255,1.329,1.137,0.697,2.482,3.677,0.191,1.411,0.853,1.918,-0.215,-0.747,-2.992,-2.859,0.336,-0.185,2.356,3.468,0.568,0.191,1.534,2.148,-0.532,0.697,1.829,0.537,0.208,-0.089,-0.227,0.526,0.537,0.425,1.455,2.246
2014-05-28,1909.78,0.537,3,28,05,0.585,-0.278,0.233,1.51,-0.332,0.378,0.774,0.936,-0.436,0.351,2.328,2.695,1.217,0.688,1.526,2.868,-0.533,-2.658,-2.565,-2.861,-0.519,0.911,3.074,3.775,-0.374,0.289,1.58,2.115,1.235,1.828,2.227,0.79,-0.296,-0.257,-0.951,0.278,-0.111,0.487,1.152,2.081
2014-05-27,1911.91,-0.111,2,27,05,-0.858,-1.041,0.423,-0.023,0.713,0.978,1.899,0.83,0.79,1.773,3.986,2.135,-0.523,-0.55,1.688,0.921,-2.136,-2.262,-2.278,-3.148,1.438,2.546,4.145,3.612,0.666,1.34,2.524,1.636,0.586,1.124,0.363,0.354,0.039,-0.138,0.685,-0.909,0.599,1.026,2.087,1.238
2014-05-23,1900.53,0.599,5,23,05,-0.185,0.513,0.466,1.554,0.263,0.394,0.541,-0.073,0.975,1.97,1.97,0.796,-0.028,0.832,1.622,2.597,-0.128,0.096,-0.056,-0.072,1.092,2.144,1.102,0.485,0.67,1.287,0.776,0.157,0.535,0.392,0.0,0.85,-0.177,-0.696,0.446,-1.016,0.425,0.662,0.82,0.162
2014-05-22,1892.49,0.425,4,22,05,0.699,1.479,0.652,2.127,0.131,0.913,0.073,-0.189,0.985,2.174,1.166,1.166,0.86,2.25,1.056,2.916,0.225,-0.016,0.137,-0.216,1.04,1.559,1.086,-1.573,0.613,1.168,0.605,-0.999,-0.143,-0.753,-1.268,1.182,-0.519,0.824,0.754,-0.714,0.236,1.05,0.779,-0.219
2014-05-21,1888.03,0.236,3,21,05,0.775,-0.047,1.274,3.123,0.78,0.146,0.161,0.337,1.178,0.0,0.359,0.269,1.378,0.783,1.321,4.222,-0.241,-0.153,-0.305,0.234,0.513,-1.02,0.68,-0.373,0.551,-0.505,0.527,-0.126,-0.611,-0.39,-1.405,0.917,1.351,1.15,1.24,0.078,0.812,0.156,0.918,0.508
2014-05-20,1872.83,0.812,2,20,05,-0.815,-0.815,-0.444,2.159,-0.629,-0.832,-1.049,-0.585,-1.164,-0.987,-1.779,-0.09,-0.587,-1.168,-0.754,2.391,0.088,0.153,-0.89,0.419,-1.526,-0.465,-0.511,0.028,-1.051,-0.556,-0.866,-0.378,0.222,-0.52,-0.009,1.21,-0.198,-0.069,-1.584,-1.613,-0.65,-0.268,-0.831,-0.149
2014-05-19,1885.08,-0.65,1,19,05,0.0,1.321,1.083,2.752,-0.204,0.015,-0.611,0.059,0.179,0.359,-1.15,0.721,-0.584,0.534,0.96,3.323,0.064,-0.152,-0.016,0.33,1.077,1.717,-0.61,0.554,0.5,1.037,-0.614,0.17,-0.74,-1.019,0.85,0.553,0.129,0.089,-1.456,-2.172,0.384,0.761,-0.652,0.366
2014-05-16,1877.86,0.384,5,16,05,1.321,0.374,1.465,3.296,0.219,-0.219,-0.262,0.381,0.18,-0.801,0.0,0.09,1.125,0.419,1.84,3.481,-0.216,-1.041,-0.352,-1.175,0.634,-0.046,-2.63,-0.454,0.535,-0.312,-1.595,0.15,-0.281,0.513,2.482,0.942,-0.04,-1.515,-1.457,-1.88,0.375,-0.565,-0.991,0.543
2014-05-15,1870.85,0.375,4,15,05,-0.935,-0.235,1.826,2.417,-0.437,-0.625,0.176,-0.015,-0.979,-1.504,-0.09,-0.358,-0.698,0.423,2.863,2.507,-0.827,0.136,0.54,-1.149,-0.675,-2.288,-1.045,-2.69,-0.842,-1.635,-0.649,-1.118,0.797,1.888,2.355,1.633,-1.476,-1.544,-1.148,-2.07,-0.936,-1.402,-0.406,-0.733
2014-05-14,1888.53,-0.936,3,14,05,0.706,1.087,2.615,2.812,-0.189,-0.044,0.468,0.351,-0.531,0.807,1.719,0.357,1.129,1.416,3.168,2.343,0.971,0.696,1.321,0.6,-1.624,-2.586,0.541,-2.151,-0.799,-1.287,0.492,-0.21,1.083,1.959,1.219,0.222,-0.068,0.059,-0.029,0.274,-0.47,-0.428,0.688,0.393
2014-05-13,1897.45,-0.47,2,13,05,0.378,2.066,1.651,2.658,0.146,0.806,0.673,0.38,1.345,1.436,1.894,0.713,0.283,2.429,2.34,1.229,-0.272,0.403,0.346,0.646,-0.978,1.272,1.171,-0.456,-0.492,1.002,0.789,0.777,0.867,0.458,-0.294,-0.241,0.127,0.402,-0.727,0.937,0.042,1.01,1.024,0.731
2014-05-12,1896.65,0.042,1,12,05,1.682,1.511,1.804,2.395,0.66,0.512,0.645,0.512,0.09,0.905,0.09,0.632,2.14,1.728,1.611,1.117,0.677,0.62,-0.826,0.58,2.272,3.21,2.235,0.491,1.501,1.802,1.773,1.373,-0.405,-0.726,-1.502,-0.279,0.275,-0.088,-0.429,-0.176,0.967,1.121,1.549,0.674
2014-05-09,1878.48,0.967,5,09,05,-0.168,-0.407,0.58,0.507,-0.146,-0.132,-0.19,0.25,0.814,0.451,-0.269,0.27,-0.403,-0.087,-0.346,-1.397,-0.056,-0.056,-1.68,-0.609,0.917,-0.1,-1.662,-1.088,0.297,-0.21,-0.472,0.551,-0.323,-0.749,-0.705,0.542,-0.362,-1.125,-0.933,0.493,0.152,0.014,-0.328,0.008
2014-05-08,1875.63,0.152,4,08,05,-0.239,0.289,0.192,1.633,0.015,0.132,-0.117,1.05,-0.361,-0.808,-1.339,-0.271,0.318,-0.115,-0.8,0.318,0.0,-1.437,-0.712,-0.569,-1.008,-0.945,-2.678,-1.739,-0.506,-0.028,-0.699,0.602,-0.428,-0.782,-0.985,0.731,-0.766,-0.341,0.304,1.137,-0.137,0.424,-0.293,0.332
2014-05-07,1878.21,-0.137,3,07,05,0.529,0.991,0.991,2.376,0.117,-0.059,-0.292,1.35,-0.449,-0.716,-1.159,0.635,-0.432,-0.259,-1.086,-0.259,-1.437,-1.624,0.299,-1.005,0.064,-1.564,-1.608,-1.317,0.48,-0.262,-0.012,0.771,-0.356,0.045,0.054,0.674,0.429,0.194,1.676,2.689,0.562,-0.342,-0.29,0.795
2014-05-06,1867.72,0.562,2,06,05,0.459,-0.096,0.581,0.459,-0.176,-0.249,-0.132,0.738,-0.269,-0.536,0.542,0.451,0.173,-0.686,-0.487,-0.629,-0.19,0.736,1.417,1.14,-1.627,-1.75,-1.706,-3.116,-0.739,-0.671,-0.393,-0.903,0.402,-0.204,1.242,1.178,-0.233,0.647,0.254,2.66,-0.899,-0.713,-0.861,-0.58
2014-05-05,1884.66,-0.899,1,05,05,-0.553,0.0,-0.072,0.097,-0.073,-0.234,0.441,0.901,-0.268,-0.446,0.54,0.359,-0.857,-0.829,-1.055,-0.658,0.928,1.955,1.089,1.988,-0.125,-0.045,0.584,-1.765,0.069,0.251,1.028,-0.081,-0.603,0.009,1.256,0.964,0.882,1.479,1.439,2.398,0.187,0.052,0.337,0.494
2014-05-02,1881.14,0.187,5,02,05,0.556,0.677,1.438,-0.072,-0.161,0.117,1.168,0.736,-0.178,1.083,1.083,0.901,0.029,0.2,1.127,-1.158,1.018,0.676,0.144,1.034,0.08,0.045,0.964,-2.26,0.182,0.28,1.31,-0.278,0.616,1.449,1.733,2.157,0.592,-0.391,0.83,1.634,-0.135,-0.149,0.626,0.085
2014-05-01,1883.68,-0.135,4,01,05,0.121,-0.072,1.372,-0.886,0.278,0.676,1.647,1.316,1.264,0.99,1.815,0.358,0.172,-0.228,0.836,-1.686,-0.338,-0.849,-1.3,-0.354,-0.036,0.629,0.296,-1.331,0.097,0.775,0.783,0.26,0.828,1.247,0.62,1.873,-0.976,-0.039,0.996,0.476,-0.014,0.285,1.088,0.63
2014-04-30,1883.95,-0.014,3,30,04,-0.193,0.756,-0.121,-1.619,0.397,1.05,0.871,1.17,-0.27,0.0,-0.09,-0.894,-0.399,0.925,-0.143,-2.485,-0.513,-0.529,-0.273,-0.425,0.665,0.919,-1.435,-0.832,0.677,1.027,-0.512,0.448,0.416,0.28,-0.063,0.954,0.946,1.226,2.4,1.982,0.299,0.777,0.284,1.024
2014-04-29,1878.33,0.299,2,29,04,0.951,1.445,0.169,-0.528,0.651,0.964,0.458,1.295,0.271,0.817,-0.18,-0.359,1.329,1.066,0.401,-1.847,-0.016,-0.454,0.889,-0.542,0.252,-0.332,-2.335,-0.997,0.348,0.008,-1.097,-0.029,-0.135,-0.62,-0.288,-0.566,0.277,1.036,0.945,1.511,0.476,0.801,0.157,0.86
2014-04-28,1869.43,0.476,1,28,04,0.49,-0.87,-1.489,-0.219,0.312,-0.177,-0.427,1.884,0.544,-0.09,-0.18,1.28,-0.259,-1.058,-2.259,-1.927,-0.438,0.257,0.889,-0.486,-0.582,-2.333,-3.193,-0.171,-0.339,-1.524,-1.567,0.78,-0.485,-0.342,0.417,-0.306,0.757,1.16,0.797,2.523,0.324,-0.489,-0.538,1.435
2014-04-25,1863.4,0.324,5,25,04,-1.353,-1.258,-2.228,-2.204,-0.487,-0.502,-0.325,1.14,-0.631,-0.988,-1.431,0.639,-0.8,-0.658,-2.501,-4.144,0.698,1.349,0.958,-1.893,-1.76,-2.011,-1.622,0.804,-1.189,-1.105,-0.519,1.794,0.144,0.333,1.246,0.806,0.4,-0.09,-0.515,2.606,-0.81,-0.639,-0.454,1.791
2014-04-24,1878.61,-0.81,4,24,04,0.097,-0.624,-1.5,-1.076,-0.015,-0.25,0.296,2.219,-0.359,-0.09,-0.805,2.685,0.143,-1.214,-2.345,-3.21,0.646,0.63,-0.152,-1.867,-0.255,-0.881,0.611,2.898,0.085,-0.044,0.964,3.478,0.189,0.761,1.018,0.397,-0.488,-0.359,-0.408,3.402,0.172,-0.05,0.738,3.465
2014-04-23,1875.39,0.172,3,23,04,-0.72,-0.982,-0.697,-1.171,-0.236,0.177,0.834,1.62,0.27,-0.447,-0.179,2.675,-1.356,-1.854,-2.239,-4.771,-0.016,-0.386,-1.418,-2.559,-0.628,0.397,1.371,1.733,-0.129,0.592,1.081,2.126,0.571,0.909,-0.279,1.02,0.13,-0.426,0.56,3.844,-0.221,0.187,0.702,2.308
2014-04-22,1879.55,-0.221,2,22,04,-0.263,-0.881,1.289,-1.514,0.414,0.548,2.321,0.059,-0.716,-0.716,1.463,-0.538,-0.506,-1.145,0.34,-3.829,-0.37,-0.778,-1.363,-2.011,1.031,1.505,3.122,-0.547,0.722,1.009,2.384,0.028,0.336,0.254,-0.72,1.378,-0.555,-0.05,1.713,3.123,0.409,0.788,1.984,0.394
2014-04-21,1871.89,0.409,1,21,04,-0.619,0.288,0.024,-0.5,0.133,0.655,1.471,0.925,0.0,0.269,2.1,1.636,-0.642,-0.392,-1.685,-2.172,-0.409,-1.036,-2.824,-1.467,0.469,0.97,2.466,-0.141,0.285,0.485,2.325,0.277,-0.082,-1.177,-0.435,0.539,0.508,0.991,3.137,3.571,0.378,0.514,2.255,1.076
2014-04-17,1864.85,0.378,4,17,04,0.913,2.189,0.43,1.278,0.521,1.763,1.917,0.731,0.269,2.194,3.519,-0.534,0.252,1.502,-0.885,0.028,-0.629,-0.59,-1.717,-0.128,0.498,1.592,2.273,0.089,0.2,1.361,2.49,0.577,-1.096,-0.972,-0.614,0.862,0.48,1.763,3.825,3.761,0.136,1.187,2.708,1.074
2014-04-16,1862.31,0.136,3,16,04,1.265,-0.264,-0.478,0.799,1.236,0.81,0.78,-0.267,1.92,1.826,2.86,-1.762,1.247,-1.298,-2.59,0.281,0.04,-1.807,-1.157,-0.024,1.089,1.481,0.357,-1.86,1.159,1.831,1.034,-1.336,0.126,0.752,1.302,2.591,1.277,2.125,3.265,2.65,1.049,1.732,1.595,-0.149
2014-04-15,1842.98,1.049,2,15,04,-1.509,-1.721,-2.767,-0.724,-0.42,0.151,-2.21,-1.791,-0.091,1.296,-1.971,-4.035,-2.514,-2.352,-4.155,-1.287,-1.846,-1.134,-0.657,1.267,0.388,0.67,-3.557,-5.162,0.664,1.114,-2.301,-3.958,0.625,0.361,2.113,3.146,0.838,2.026,1.387,0.766,0.676,1.503,-1.56,-2.424
2014-04-14,1830.61,0.676,1,14,04,-0.215,-0.215,-0.524,0.409,0.573,-0.03,-0.537,-1.653,1.389,1.015,-0.455,-4.45,0.166,-1.309,-0.495,1.004,0.725,0.661,1.396,2.839,0.281,-1.108,-2.544,-6.486,0.446,-0.783,-2.002,-5.043,-0.262,0.546,0.978,2.955,1.179,1.116,0.421,-0.092,0.822,-0.135,-1.153,-3.188
2014-04-11,1815.69,0.822,5,11,04,0.0,-1.064,0.844,0.819,-0.6,-2.358,-1.163,-2.026,-0.369,-3.226,-3.915,-4.93,-1.472,-1.847,0.922,0.669,-0.063,0.483,1.617,2.869,-1.384,-4.2,-2.136,-6.329,-1.224,-3.377,-1.866,-5.177,0.81,1.746,1.485,2.632,-0.062,-0.627,-0.062,-1.033,-0.949,-3.017,-1.591,-3.703
2014-04-10,1833.08,-0.949,4,10,04,-1.064,-0.31,1.283,2.0,-1.768,-0.507,-1.039,-0.804,-2.867,-1.455,-4.493,-4.325,-0.38,0.825,2.947,2.515,0.546,0.73,1.147,2.751,-2.855,-1.452,-2.21,-3.765,-2.18,-1.229,-2.345,-3.125,0.928,0.43,1.272,0.678,-0.565,-0.688,-0.596,-0.921,-2.088,-1.019,-1.716,-2.097
2014-04-09,1872.18,-2.088,3,09,04,0.763,1.929,2.101,3.78,1.284,1.223,0.429,1.496,1.455,-0.712,-2.105,-1.5,1.209,2.82,2.993,2.763,0.182,1.129,1.937,1.413,1.444,2.154,-1.664,0.84,0.972,1.563,-1.696,0.518,-0.494,-0.257,1.012,-0.494,-0.123,0.568,-0.613,-0.379,1.092,1.471,-0.878,0.784
2014-04-08,1851.96,1.092,2,08,04,1.157,1.598,0.938,3.81,-0.06,-0.534,-1.122,0.964,-2.135,-3.084,-4.014,-1.873,1.592,2.105,1.507,3.647,0.945,0.414,1.424,1.204,0.7,-0.769,-4.046,-0.691,0.585,-1.13,-3.103,0.065,0.238,0.839,1.958,-0.564,0.692,0.092,-0.51,1.257,0.375,-0.704,-2.059,0.158
