cdate,cp,pctlead,dow,dom,moy,eem4,eem5,eem6,eem7,efa4,efa5,efa6,efa7,ewj4,ewj5,ewj6,ewj7,fxi4,fxi5,fxi6,fxi7,gld4,gld5,gld6,gld7,iwm4,iwm5,iwm6,iwm7,mdy4,mdy5,mdy6,mdy7,tlt4,tlt5,tlt6,tlt7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2006-06-16,1251.54,-0.912,5,16,06,-0.572,5.219,5.835,-3.398,-0.801,2.619,0.847,-3.673,-0.92,2.619,1.571,-5.205,0.085,4.654,3.737,-4.103,0.628,3.704,-3.915,-7.786,-1.304,2.076,1.339,-2.741,-0.715,2.284,1.483,-2.7,-0.225,-0.8,-1.725,-0.905,-0.541,1.73,0.962,-2.649,-0.368,1.748,1.139,-0.974
2006-06-15,1256.16,-0.368,4,15,06,5.824,8.859,2.481,-3.557,3.448,4.945,0.791,-4.074,3.571,6.184,1.556,-5.844,4.566,7.576,1.313,-2.069,3.056,2.504,-5.178,-9.433,3.425,4.666,0.316,-1.871,3.02,3.729,-0.125,-2.765,-0.577,-1.573,-1.423,-0.213,2.284,4.36,0.544,-1.549,2.124,2.653,0.308,-0.722
2006-06-14,1230.04,2.124,3,14,06,2.868,0.585,-4.422,-12.733,1.446,-1.727,-2.678,-9.28,2.522,-1.021,-2.401,-11.392,2.879,-0.876,-4.501,-9.285,-0.536,-7.346,-8.685,-12.409,1.2,-0.721,-3.863,-7.88,0.688,-0.783,-3.366,-7.562,-1.002,-0.933,-0.328,0.236,2.03,-0.755,-2.971,-6.245,0.519,-0.598,-2.217,-4.516
2006-06-13,1223.69,0.519,2,13,06,-2.219,-5.859,-8.742,-14.296,-3.128,-3.957,-6.185,-9.704,-3.456,-4.358,-7.871,-12.589,-3.65,-5.822,-10.082,-10.799,-6.847,-7.494,-10.212,-10.614,-1.899,-4.156,-4.922,-9.035,-1.461,-3.715,-4.488,-8.019,0.07,0.152,0.881,2.556,-2.73,-3.656,-3.689,-7.298,-1.111,-2.285,-2.584,-4.824
2006-06-12,1237.44,-1.111,1,12,06,-3.722,-4.977,-8.724,-10.555,-0.856,-0.968,-4.482,-6.19,-0.934,-1.394,-6.672,-9.071,-2.255,-3.657,-7.557,-6.51,-0.695,-1.445,-4.029,-6.539,-2.301,-3.164,-4.026,-5.468,-2.288,-2.603,-4.122,-5.372,0.082,0.61,0.835,2.534,-0.952,-2.233,-3.576,-4.384,-1.187,-1.629,-2.09,-2.571
2006-06-09,1252.3,-1.187,5,09,06,-1.304,-3.062,-5.892,-5.534,-0.113,-2.319,-4.827,-4.681,-0.465,-3.673,-7.287,-7.554,-1.435,-4.523,-3.338,-2.667,-0.755,-2.938,-4.487,-7.157,-0.884,-0.799,-2.18,-1.557,-0.323,-0.803,-2.643,-1.278,0.528,0.729,1.228,1.842,-1.293,-0.034,-2.082,-2.326,-0.448,-0.306,-1.027,-0.601
2006-06-08,1257.93,-0.448,4,08,06,-1.782,-3.942,-8.696,-8.411,-2.209,-3.548,-6.783,-6.02,-3.223,-5.352,-9.212,-9.594,-3.134,-4.049,-5.01,-4.997,-2.2,-2.622,-4.079,-6.436,0.086,-0.89,-4.179,-3.414,-0.482,-1.559,-4.342,-2.732,0.2,0.223,0.566,1.259,1.275,-1.374,-3.374,-3.264,0.142,-0.468,-2.351,-1.737
2006-06-07,1256.15,0.142,3,07,06,-2.2,-2.919,-6.087,-7.03,-1.369,-2.567,-3.751,-3.118,-2.199,-3.752,-5.121,-5.39,-0.945,1.241,-0.797,-2.458,-0.432,-1.596,-0.448,-3.74,-0.975,-1.393,-4.326,-2.922,-1.083,-1.855,-3.697,-1.495,0.024,0.496,1.66,0.985,-2.616,-2.048,-3.747,-4.389,-0.609,-0.722,-2.299,-1.314
2006-06-06,1263.85,-0.609,2,06,06,-0.735,-4.948,-2.006,-0.896,-1.214,-3.354,-1.788,-0.449,-1.587,-4.079,-2.571,-2.082,2.207,-1.002,1.133,1.368,-1.169,-1.496,-2.616,-2.357,-0.422,-3.319,-1.503,0.099,-0.781,-2.827,-1.304,0.867,0.472,0.342,1.685,0.567,0.583,-2.028,-0.837,0.499,-0.114,-1.892,-0.491,0.42
2006-06-05,1265.29,-0.114,1,05,06,-4.244,-3.263,0.38,-0.857,-2.166,-1.215,0.154,0.712,-2.532,-1.422,-0.288,-0.288,-3.14,-2.014,0.694,-2.159,-0.331,1.167,-2.795,-4.655,-2.909,-2.975,0.637,1.297,-2.062,-1.877,1.402,1.89,-0.13,1.159,0.606,0.142,-2.595,-1.735,-0.249,-0.563,-1.78,-1.588,0.43,0.693
2006-06-02,1288.22,-1.78,5,02,06,1.025,3.095,0.312,2.406,0.972,1.62,0.819,2.974,1.138,1.571,-0.42,0.851,1.162,2.156,0.013,2.576,1.503,-1.137,-2.458,-2.757,-0.068,1.878,0.798,2.982,0.19,1.568,1.683,3.051,1.29,1.339,0.689,0.213,0.884,1.215,0.114,1.431,0.195,1.427,0.63,2.072
2006-06-01,1285.71,0.195,4,01,06,2.049,3.766,-1.004,-3.404,0.642,1.386,0.657,-0.257,0.429,1.151,-0.284,-2.901,0.983,2.764,-1.674,-5.323,-2.6,-3.916,-3.308,-4.605,1.948,3.723,1.468,1.905,1.375,3.341,2.286,1.978,0.048,-0.547,-0.665,-0.853,0.328,1.512,-0.666,1.092,1.23,2.051,1.008,1.474
2006-05-31,1270.09,1.23,3,31,05,1.682,-2.7,1.133,-3.302,0.739,-0.788,1.363,-0.396,0.719,-1.961,0.503,-2.507,1.764,-2.098,0.233,-4.335,-1.352,-1.336,0.265,-4.788,1.741,-1.06,1.626,0.842,1.939,0.114,2.199,0.87,-0.594,-0.641,-1.099,-0.641,1.179,-1.088,1.348,1.703,0.811,-0.787,0.915,0.656
2006-05-30,1259.87,0.811,2,30,05,-4.309,-4.597,-1.233,-6.731,-1.516,-0.718,0.557,-1.427,-2.661,-1.418,0.0,-3.136,-3.795,-4.319,-2.834,-6.82,0.015,0.634,-1.913,-4.461,-2.753,-2.174,0.655,-1.821,-1.79,-1.021,0.482,-1.692,-0.048,-0.119,-0.461,1.312,-2.241,-2.146,-0.315,0.033,-1.585,-1.022,0.262,-0.823
2006-05-26,1280.16,-1.585,5,26,05,-0.3,3.94,2.088,-5.874,0.81,2.169,2.137,-3.1,1.277,2.513,1.277,-3.644,-0.545,2.38,2.563,-6.192,0.618,1.623,-0.306,-5.116,0.595,2.715,2.166,-0.887,0.784,2.083,1.345,-2.04,-0.071,-0.461,-0.473,0.73,0.098,2.463,1.316,-0.613,0.572,1.715,1.433,-0.923
2006-05-25,1272.88,0.572,4,25,05,4.253,3.526,-2.424,-5.118,1.348,1.285,-0.909,-4.02,1.22,1.439,-2.624,-5.874,2.941,1.552,-3.711,-4.987,0.999,-2.531,-1.342,-4.02,2.107,2.893,0.431,-1.312,1.289,1.518,-0.301,-2.917,-0.39,-0.343,-0.19,1.555,2.363,1.871,1.77,-0.774,1.137,1.297,0.462,-1.67
2006-05-24,1258.57,1.137,3,24,05,-0.697,-1.781,-4.386,-11.17,-0.062,-0.031,-1.735,-6.109,0.216,-1.206,-2.994,-6.132,-1.35,0.178,-4.557,-9.193,-3.495,-1.899,-5.04,-9.927,0.769,-0.534,-0.772,-3.782,0.226,-0.723,-1.301,-4.784,0.047,-0.012,0.463,2.359,-0.48,-1.119,0.351,-3.438,0.158,-0.277,-0.257,-2.53
2006-05-23,1256.58,0.158,2,23,05,-1.092,-5.748,-5.567,-12.885,0.031,-2.166,-1.973,-7.265,-1.418,-4.006,-3.136,-7.518,1.549,-5.182,-4.102,-8.654,1.654,1.22,-2.597,-6.547,-1.294,-2.392,-2.46,-6.812,-0.947,-1.792,-2.164,-7.105,-0.059,0.154,1.781,1.464,-0.642,-0.099,0.349,-4.838,-0.435,-0.825,-1.082,-3.778
2006-05-22,1262.07,-0.435,1,22,05,-4.708,-2.652,-7.8,-14.167,-2.196,-1.705,-5.128,-8.229,-2.624,-1.811,-4.858,-8.023,-6.628,-4.726,-8.536,-11.444,-0.427,-3.202,-4.824,-7.218,-1.113,-0.239,-2.988,-7.722,-0.853,-0.582,-3.34,-7.111,0.213,0.475,1.208,1.027,0.546,1.486,-1.904,-4.853,-0.391,0.021,-2.323,-4.595
2006-05-19,1267.03,-0.391,5,19,05,2.157,0.192,-2.76,-10.9,0.502,0.197,-3.14,-6.461,0.836,0.906,-3.338,-6.881,2.037,1.139,-1.326,-6.351,-2.787,-3.771,-2.715,-5.884,0.884,-0.069,-1.736,-7.25,0.273,-0.378,-2.624,-6.406,0.261,1.625,1.747,0.993,0.935,0.449,-2.5,-5.458,0.414,-0.259,-2.122,-4.385
2006-05-18,1261.81,0.414,4,18,05,-1.923,-5.288,-7.095,-12.703,-0.304,-3.482,-4.451,-6.371,0.07,-3.104,-3.235,-7.295,-0.88,-3.998,-4.857,-8.527,-1.012,-1.676,-5.146,-0.148,-0.945,-2.756,-3.034,-8.193,-0.65,-2.774,-3.529,-6.68,1.36,0.73,1.887,0.669,-0.482,-3.341,-3.776,-5.996,-0.67,-2.343,-2.279,-4.745
2006-05-17,1270.32,-0.67,3,17,05,-3.431,-2.947,-7.75,-10.345,-3.188,-3.33,-5.398,-6.166,-3.171,-4.206,-4.524,-6.879,-3.146,-2.437,-4.746,-5.837,-0.67,1.098,-4.055,0.235,-1.828,-1.667,-4.462,-7.185,-2.138,-2.254,-5.051,-6.045,-0.622,0.121,-0.312,-0.622,-2.873,-2.935,-5.169,-5.969,-1.684,-1.868,-2.726,-4.182
2006-05-16,1292.08,-1.684,2,16,05,0.501,-1.908,-6.906,-5.662,-0.147,-1.004,-3.269,-1.591,-1.068,-0.135,-3.327,-2.049,0.732,-0.894,-3.18,-1.87,1.78,-3.529,-2.515,1.675,0.164,-0.286,-4.88,-4.929,-0.119,-0.777,-3.901,-3.062,0.747,1.149,-0.179,0.602,-0.065,-0.45,-3.006,-2.132,-0.187,0.065,-2.326,-1.537
2006-05-15,1294.5,-0.187,1,15,05,-2.397,-4.949,-8.371,-5.214,-0.858,-2.139,-3.429,-0.685,0.943,-0.333,-3.666,-0.465,-1.615,-2.367,-5.093,-1.222,-5.217,-5.096,-3.258,1.429,-0.449,-2.842,-5.611,-3.926,-0.659,-2.861,-3.884,-2.298,0.399,-0.432,-0.742,-0.312,-0.386,-2.301,-3.034,-2.776,0.252,-0.874,-2.312,-1.041
2006-05-12,1291.24,0.252,5,12,05,-2.614,-5.096,-6.036,-2.778,-1.292,-2.288,-2.01,-0.42,-1.264,-3.196,-4.196,-1.657,-0.764,-2.306,-3.858,-0.273,0.127,1.051,5.269,6.867,-2.403,-4.607,-5.32,-3.657,-2.217,-3.149,-3.266,-1.911,-0.828,-1.313,-1.195,-0.923,-1.922,-2.567,-2.307,-3.758,-1.124,-2.39,-2.523,-1.673
2006-05-11,1305.92,-1.124,4,11,05,-2.548,-3.6,-2.813,1.594,-1.009,-1.318,-0.812,2.426,-1.957,-3.344,-2.466,1.212,-1.553,-2.792,-1.146,2.814,0.924,1.937,4.471,9.009,-2.258,-2.851,-2.851,0.066,-0.954,-1.053,-1.047,1.138,-0.49,-0.311,-0.311,0.168,-0.657,-0.751,-0.844,0.063,-1.28,-1.45,-1.497,0.056
2006-05-10,1322.85,-1.28,3,10,05,-1.08,-0.991,1.337,4.22,-0.312,0.285,1.735,3.425,-1.415,-1.033,1.322,3.581,-1.258,-1.588,1.353,4.835,1.005,4.174,4.298,8.127,-0.606,-0.747,-0.052,1.115,-0.101,-0.121,0.874,1.506,0.179,0.12,0.782,-0.487,-0.094,0.267,0.9,1.268,-0.173,-0.137,0.808,0.934
2006-05-09,1325.14,-0.173,2,09,05,0.09,0.817,3.445,6.387,0.599,0.513,2.841,3.764,0.387,0.909,3.322,4.643,-0.334,1.694,4.078,9.014,3.138,2.486,4.845,10.673,-0.142,0.0,1.786,2.771,-0.02,0.007,1.65,2.32,-0.06,0.0,0.432,-0.595,0.361,-0.094,0.267,2.435,0.036,-0.047,1.301,1.177
2006-05-08,1324.66,0.036,1,08,05,0.726,2.351,3.468,4.618,-0.085,1.446,1.622,3.328,0.519,2.379,2.651,4.169,2.035,2.989,3.729,6.949,-0.632,0.119,1.518,6.143,0.142,0.7,1.756,2.064,0.027,0.996,1.401,2.067,0.06,0.662,0.276,-0.405,-0.453,0.632,-1.484,0.967,-0.083,0.946,0.872,1.475
2006-05-05,1325.76,-0.083,5,05,05,1.614,2.607,4.534,5.911,1.533,2.317,3.265,4.06,1.851,2.392,3.771,4.687,0.935,2.345,4.005,5.693,0.756,2.302,4.343,8.299,0.558,1.786,3.003,1.839,0.969,1.643,2.208,1.381,0.602,0.432,0.481,-0.63,1.09,0.361,0.915,0.078,1.03,1.349,1.576,1.845
2006-05-04,1312.25,1.03,4,04,05,0.978,1.091,2.845,2.796,0.772,0.174,1.661,2.429,0.532,0.265,2.23,2.995,1.397,0.719,3.435,2.059,1.535,1.397,3.672,9.457,1.221,1.049,1.168,1.341,0.668,0.401,0.627,0.607,-0.168,-0.384,-1.26,-2.396,-0.721,-2.103,0.365,-1.708,0.316,-0.073,0.125,0.316
2006-05-03,1308.12,0.316,3,03,05,0.112,1.878,2.844,0.468,-0.594,0.926,0.897,1.749,-0.265,1.347,1.279,1.827,-0.669,1.622,4.742,-1.788,-0.135,1.995,5.559,5.158,-0.17,1.196,0.968,-0.678,-0.265,0.555,0.659,-0.489,-0.216,0.048,-1.023,-1.84,-1.392,0.552,2.163,-1.892,-0.388,0.224,-0.122,-0.241
2006-05-02,1313.21,-0.388,2,02,05,1.764,1.735,1.112,1.141,1.529,1.485,1.679,3.045,1.616,1.959,1.479,2.723,2.307,2.697,3.104,-0.689,2.133,2.243,4.556,9.17,1.369,0.118,0.302,-0.729,0.823,0.225,0.657,-0.507,0.264,-0.879,-0.679,-1.056,1.971,2.521,2.488,1.173,0.614,0.198,0.598,0.133
2006-05-01,1305.19,0.614,1,01,05,-0.028,0.948,1.317,-0.968,-0.044,-0.029,0.771,1.04,0.338,-0.067,0.883,0.474,0.382,3.07,1.623,-2.904,0.108,3.494,3.791,2.212,-1.234,-0.225,-1.13,-2.589,-0.593,0.103,-0.809,-1.219,-1.141,-1.07,-1.105,-1.398,0.539,1.602,-0.829,-1.369,-0.414,-0.346,0.265,-0.362
2006-04-28,1310.61,-0.414,5,28,04,0.977,-0.613,-0.047,-0.331,0.015,0.191,0.755,1.78,-0.404,-0.471,0.749,0.0,2.678,0.396,-1.331,-2.251,3.383,2.262,5.58,5.238,1.021,0.184,0.171,-0.652,0.7,0.431,-0.02,0.212,0.071,0.202,-1.151,-0.872,1.057,-0.032,-2.065,-0.724,0.068,0.398,0.191,0.255
2006-04-27,1309.72,0.068,4,27,04,-1.574,0.365,-2.311,1.982,0.177,0.8,0.845,3.847,-0.067,0.951,0.541,3.699,-2.223,-1.404,-6.235,-1.417,-1.084,0.287,-0.38,3.061,-0.828,-0.906,-1.63,1.099,-0.267,-0.911,-1.14,1.625,0.131,-0.036,-0.825,-0.767,-1.078,-2.392,-3.969,0.596,0.33,0.613,-0.119,1.898
2006-04-26,1305.41,0.33,3,26,04,1.97,0.569,0.028,4.842,0.622,0.563,1.343,4.141,1.019,1.225,1.225,2.693,0.837,-1.72,-3.679,2.1,1.386,3.244,4.413,6.975,-0.079,-0.013,-1.028,2.012,-0.646,-0.45,-1.157,2.197,-0.166,-1.351,-0.38,-0.533,-1.329,-2.034,-1.283,2.502,0.282,-0.206,-0.461,1.264
2006-04-25,1301.74,0.282,2,25,04,-1.374,-2.666,-2.255,3.306,-0.059,0.044,0.267,3.767,0.204,-0.406,-0.406,1.657,-2.536,-4.9,-4.455,2.024,1.833,-0.665,-1.522,5.637,0.066,-0.73,-1.476,2.353,0.198,-0.231,-0.413,2.646,-1.186,-0.79,-0.296,-1.07,-0.714,-1.615,-0.544,4.051,-0.487,-0.728,-0.625,1.057
2006-04-24,1308.11,-0.487,1,24,04,-1.31,-0.537,-0.284,5.353,0.104,0.776,1.017,3.321,-0.609,0.0,-0.743,0.685,-2.425,-1.993,-0.933,4.445,-2.453,1.132,-0.323,4.474,-0.796,-1.015,-0.821,3.356,-0.427,-0.71,0.232,2.781,0.401,0.984,0.283,-0.491,-0.908,0.767,1.369,3.887,-0.242,-0.255,0.063,1.674
2006-04-21,1311.28,-0.242,5,21,04,0.783,0.423,4.395,5.842,0.672,0.223,2.977,2.523,0.613,0.0,3.14,0.136,0.443,0.468,5.138,5.125,3.675,-0.863,3.454,6.04,-0.221,-0.751,2.774,2.336,-0.284,-0.183,2.797,2.163,0.581,0.498,0.059,-0.54,1.69,1.089,4.754,4.94,-0.014,0.103,2.019,1.131
2006-04-20,1311.46,-0.014,4,20,04,-0.357,0.255,4.812,4.657,-0.446,0.239,2.761,2.025,-0.609,-0.743,1.45,0.068,0.025,1.082,5.999,5.861,-4.376,-1.439,2.454,4.045,-0.531,0.196,3.071,2.453,0.102,0.949,3.393,2.192,-0.083,-0.695,-0.154,-0.928,-0.591,0.598,3.834,4.223,0.117,0.32,1.733,1.232
2006-04-19,1309.93,0.117,3,19,04,0.614,3.955,5.689,3.43,0.688,2.748,3.491,1.31,-0.135,3.14,2.072,0.0,1.057,4.649,6.781,4.38,3.072,4.354,7.269,7.54,0.73,3.552,3.886,1.351,0.847,2.985,3.072,0.923,-0.612,-0.437,-0.776,-1.815,1.196,3.626,4.621,3.559,0.203,1.914,1.693,0.068
2006-04-18,1307.28,0.203,2,18,04,3.32,4.545,5.652,2.272,2.046,2.515,2.28,0.708,3.28,2.21,1.439,0.612,3.554,4.864,5.428,4.091,1.244,3.95,4.813,5.438,2.801,2.87,4.212,0.828,2.121,2.421,2.543,0.198,0.177,0.545,-0.771,-1.963,2.401,3.216,2.484,2.22,1.708,1.409,1.61,-0.326
2006-04-17,1285.33,1.708,1,17,04,1.186,1.668,1.386,0.0,0.46,0.723,-0.441,-0.983,-1.036,-1.036,-2.913,-2.117,1.265,2.037,-0.013,1.173,2.672,2.793,2.5,4.732,0.067,0.323,-0.427,-1.414,0.294,0.084,-0.617,-1.015,0.367,-0.341,-0.598,-2.0,0.796,0.96,0.178,0.486,-0.294,-0.217,-0.871,-1.577
2006-04-13,1289.12,-0.294,4,13,04,0.477,1.059,-0.148,-0.589,0.261,-0.23,-0.716,-0.655,0.0,-0.754,-1.362,-1.093,0.762,0.538,-0.13,1.201,0.118,0.83,1.553,1.762,0.255,1.304,-0.6,-1.035,-0.209,0.119,-1.162,-0.846,-0.706,-1.309,-0.776,-2.46,0.163,-0.71,0.375,0.868,0.078,0.198,-0.492,-0.67
2006-04-12,1288.12,0.078,3,12,04,0.579,-0.277,-2.138,1.737,-0.49,-1.155,-2.107,0.169,-0.754,-1.897,-2.03,0.556,-0.223,-2.009,-2.248,2.45,0.712,-0.285,0.253,2.289,1.046,-0.747,-2.44,-2.106,0.329,-0.7,-2.085,-1.05,-0.608,-0.258,-1.047,-2.107,-0.871,-0.775,-1.015,0.986,0.12,-0.656,-1.598,-0.521
2006-04-11,1286.57,0.12,2,11,04,-0.851,-1.194,-3.2,0.998,-0.669,-0.487,-1.537,-0.046,-1.152,-0.613,-0.816,0.969,-1.79,-0.664,-1.269,2.307,-0.99,0.717,0.597,0.7,-1.775,-1.88,-3.247,-2.774,-1.026,-1.279,-2.286,-1.231,0.352,0.541,-1.201,-1.542,0.097,1.092,-0.257,1.44,-0.775,-0.689,-1.905,-1.052
2006-04-10,1296.62,-0.775,1,10,04,-0.345,-1.866,-1.367,2.382,0.183,-0.963,-0.544,1.842,0.545,-0.135,0.82,2.929,1.146,-0.244,1.186,5.23,1.724,0.54,2.177,4.433,-0.107,-1.705,-0.991,-1.278,-0.256,-1.394,-0.4,-0.09,0.188,-0.791,-1.411,-2.571,0.995,-0.242,0.308,1.077,0.086,-0.949,-0.713,-0.481
2006-04-07,1295.5,0.086,5,07,04,-1.525,-2.03,-0.442,4.7,-1.144,-1.055,0.061,2.996,-0.677,-0.204,0.273,5.233,-1.374,-0.608,1.333,4.719,-1.164,-0.119,0.205,4.513,-1.6,-1.393,-0.438,0.658,-1.142,-1.02,0.319,1.204,-0.977,-1.732,-1.698,-3.218,-1.224,-1.335,0.492,0.623,-1.034,-1.224,-0.178,0.176
2006-04-06,1309.04,-1.034,4,06,04,-0.512,0.508,3.96,4.381,0.09,0.423,2.326,3.184,0.476,0.956,2.639,4.674,0.777,1.433,4.806,4.947,1.057,1.629,2.031,5.125,0.21,0.727,0.342,1.762,0.123,1.008,1.057,2.044,-0.762,-0.624,-1.071,-3.177,-0.113,0.551,2.021,1.305,-0.192,0.238,1.094,0.571
2006-04-05,1311.56,-0.192,3,05,04,1.025,1.621,4.337,5.561,0.333,1.128,1.514,2.915,0.478,0.478,1.799,4.549,0.651,1.953,3.622,4.974,0.566,0.325,0.102,5.295,0.515,0.969,0.489,1.562,0.884,1.353,1.079,1.79,0.139,0.035,-0.345,-2.795,0.664,1.852,1.702,1.618,0.431,1.059,0.87,0.661
2006-04-04,1305.93,0.431,2,04,04,0.589,3.434,3.801,5.393,0.792,1.895,2.399,3.392,0.0,1.667,2.092,5.172,1.293,3.325,3.997,4.778,-0.239,0.396,2.208,6.636,0.451,-0.382,-0.29,1.652,0.465,0.048,0.312,1.478,-0.104,-0.449,-1.177,-2.216,1.18,1.462,0.767,0.816,0.626,0.854,0.233,0.327
2006-04-03,1297.81,0.626,1,03,04,2.828,2.673,5.165,3.803,1.094,0.382,2.933,1.343,1.667,1.315,4.946,3.39,2.006,1.636,3.342,4.166,0.637,-0.222,4.299,6.795,-0.829,-0.476,1.1,1.632,-0.414,-0.27,0.882,1.137,-0.345,-0.38,-1.547,-2.423,0.279,-0.147,0.131,-0.033,0.227,-0.188,0.354,-0.554
2006-03-31,1294.87,0.227,5,31,03,-0.151,0.355,0.406,2.062,-0.704,0.495,0.839,1.185,-0.346,0.418,1.983,3.004,-0.362,0.65,0.135,2.272,-0.853,1.805,3.032,5.964,0.357,0.092,1.415,4.068,0.145,0.263,0.977,2.391,-0.035,-0.731,-2.129,-1.875,-0.425,-0.685,-0.702,0.231,-0.414,-0.616,-0.518,-0.182
2006-03-30,1300.25,-0.414,4,30,03,0.507,2.428,1.173,0.152,1.207,2.541,1.38,0.848,0.767,3.584,2.701,2.12,1.016,1.678,1.305,3.141,2.681,4.531,5.188,6.217,-0.264,1.583,1.068,2.256,0.118,1.155,0.704,1.41,-0.697,-1.171,-2.458,-2.349,-0.261,0.279,-0.082,0.758,-0.203,0.543,-0.207,-0.37
2006-03-29,1302.89,-0.203,3,29,03,1.911,0.051,1.534,0.213,1.317,0.342,0.969,-0.155,2.796,1.558,3.017,2.575,0.655,-0.512,0.751,2.4,1.802,1.206,4.333,3.538,1.852,1.322,1.948,2.471,1.036,0.711,1.163,0.944,-0.478,-1.408,-1.052,-1.508,0.541,-0.016,0.049,0.377,0.747,0.098,0.094,-0.334
2006-03-28,1293.23,0.747,2,28,03,-1.826,-1.224,-1.295,-0.972,-0.963,-1.132,-1.544,-0.978,-1.204,-0.853,-1.483,1.16,-1.159,-0.367,0.797,1.876,-0.585,0.628,2.393,1.301,-0.521,-0.507,0.526,1.017,-0.321,-0.446,0.253,0.049,-0.935,-1.302,-0.89,-1.335,-0.555,-0.36,-0.164,-1.119,-0.644,-0.746,-0.905,-0.927
2006-03-27,1301.61,-0.644,1,27,03,0.612,1.482,1.649,-0.03,-0.171,0.625,0.343,0.312,0.355,1.437,1.001,1.437,0.802,1.27,2.134,2.501,1.221,3.09,2.845,2.304,0.013,0.618,2.616,1.312,-0.125,0.448,1.4,-0.014,-0.37,0.362,0.26,0.498,0.196,0.065,0.939,0.442,-0.103,-0.005,0.338,-0.108
2006-03-24,1302.95,-0.103,5,24,03,0.865,-0.071,-1.01,0.513,0.797,-0.417,-0.524,0.844,1.078,-0.636,-0.565,0.788,0.464,1.169,1.812,2.493,1.846,1.753,0.979,1.531,0.604,1.039,1.175,2.225,0.575,0.702,0.702,0.871,0.735,0.417,0.112,0.327,-0.131,0.197,0.841,0.592,0.098,-0.16,-0.163,0.422
2006-03-23,1301.67,0.098,4,23,03,-0.928,0.165,-1.3,2.76,-1.204,-0.281,-1.113,1.106,-1.695,-0.429,-0.429,0.724,0.701,0.854,1.637,3.607,-0.091,-0.237,-0.762,0.718,0.432,1.986,0.513,2.732,0.126,0.948,-0.217,1.241,-0.316,-0.102,-0.461,0.261,0.328,0.873,0.328,2.7,-0.258,0.342,-0.427,1.366
2006-03-22,1305.04,-0.258,3,22,03,1.103,-0.939,0.327,3.613,0.935,-0.108,0.575,3.187,1.288,0.071,2.683,3.509,0.151,0.636,1.07,3.766,-0.146,-0.761,-1.066,1.709,1.548,0.135,0.488,2.503,0.82,0.0,-0.203,1.727,0.215,-0.303,-0.449,0.498,0.543,0.643,-0.957,3.16,0.602,-0.003,-0.022,1.843
2006-03-21,1297.23,0.602,2,21,03,-2.02,-1.463,-1.653,4.639,-1.033,-0.835,-0.031,3.785,-1.201,0.0,0.431,3.402,0.484,0.777,0.359,4.204,-0.616,-0.526,-0.526,1.088,-1.391,-1.445,-1.271,2.499,-0.814,-1.154,-1.395,1.844,-0.517,-0.36,0.238,-0.09,0.099,-0.541,-0.492,3.055,-0.601,-0.766,-0.444,1.965
2006-03-20,1305.08,-0.601,1,20,03,0.569,1.279,1.538,5.713,0.201,0.683,1.376,4.75,1.216,2.611,1.361,5.755,0.291,0.431,0.669,3.361,0.091,-0.307,0.547,2.223,-0.054,0.352,1.037,3.034,-0.343,-0.203,0.169,1.865,0.158,-0.146,0.214,0.463,-0.639,-1.59,-0.247,1.591,-0.166,-0.019,0.586,2.081
2006-03-17,1307.25,-0.166,5,17,03,0.706,-0.193,4.114,5.736,0.481,0.81,2.244,4.896,1.378,0.431,1.158,5.192,0.139,-0.415,1.938,1.679,-0.398,0.0,1.491,0.309,0.407,0.176,2.208,3.45,0.14,-0.244,1.461,2.582,-0.303,0.6,0.726,0.271,-0.957,0.049,2.364,2.005,0.147,0.325,1.8,2.459
2006-03-16,1305.33,0.147,4,16,03,-0.892,0.256,3.275,1.295,0.327,0.688,2.597,3.123,-0.934,-1.218,0.804,2.604,-0.553,0.237,2.668,-1.276,0.399,0.857,2.805,0.199,-0.23,0.682,2.005,1.542,-0.384,0.372,1.934,1.19,0.906,0.36,0.952,0.644,1.016,1.365,4.157,2.768,0.177,0.605,1.866,2.118
2006-03-15,1303.02,0.177,3,15,03,1.159,4.315,6.397,0.643,0.36,1.422,3.818,2.393,-0.287,0.724,2.959,2.882,0.794,2.362,3.831,-1.618,0.456,1.491,1.622,-2.061,0.914,2.028,3.819,0.983,0.759,1.71,3.285,0.801,-0.541,0.125,-0.327,-1.131,0.345,2.314,3.564,0.066,0.427,1.471,2.42,1.227
2006-03-14,1297.48,0.427,2,14,03,3.12,3.011,4.111,-2.167,1.059,1.896,3.328,1.605,1.013,2.047,4.335,1.749,1.556,2.425,2.674,-2.06,1.031,1.932,1.668,-3.296,1.104,1.314,1.976,-0.435,0.943,1.556,1.694,-0.705,0.669,0.589,0.248,-1.169,1.962,2.754,1.842,-0.066,1.04,1.253,1.487,0.647
2006-03-13,1284.13,1.04,1,13,03,-0.106,1.996,1.557,-5.051,0.829,2.362,2.594,0.349,1.023,2.219,3.988,-0.79,0.856,1.435,-0.254,-3.323,0.892,0.129,-1.165,-3.191,0.207,1.755,1.215,-1.935,0.607,1.549,1.104,-1.879,-0.079,-0.451,-0.451,-2.509,0.777,1.222,-0.351,-1.16,0.211,0.935,0.647,-0.551
