cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8
2014-10-29,62.340,0.722,-0.764,0.743,0.727,2.803
2014-10-28,62.820,-0.764,1.519,0.948,2.480,5.527
2014-10-27,61.880,1.519,-0.562,-0.016,0.211,2.979
2014-10-24,62.230,-0.562,0.549,1.517,1.983,2.945
2014-10-23,61.890,0.549,0.962,0.227,2.061,2.637
2014-10-22,61.300,0.962,-0.729,0.459,2.973,1.524
2014-10-21,61.750,-0.729,1.196,1.830,2.763,0.734
2014-10-20,61.020,1.196,0.627,2.503,0.943,-3.127
2014-10-17,60.640,0.627,1.865,0.915,0.564,-2.209
2014-10-16,59.530,1.865,-0.932,-1.522,-1.408,-5.628
2014-10-15,60.090,-0.932,-0.596,-0.348,-1.974,-4.132
2014-10-14,60.450,-0.596,0.249,0.116,-4.032,-3.558
2014-10-13,60.300,0.249,-0.132,-1.631,-2.758,-4.830
2014-10-10,60.380,-0.132,-1.501,-4.144,-4.280,-5.833
2014-10-09,61.300,-1.501,-2.683,-1.145,-2.202,-4.472
2014-10-08,62.990,-2.683,1.580,-0.143,0.495,-2.748
2014-10-07,62.010,1.580,-1.696,-1.069,-2.131,-3.860
2014-10-06,63.080,-1.696,0.638,0.638,-1.622,-3.636
2014-10-03,62.680,0.638,0.000,-1.073,-2.322,-3.762
2014-10-02,62.680,0.000,-1.073,-2.246,-3.227,-4.568
2014-10-01,63.360,-1.073,-1.185,-1.262,-1.767,-3.956
2014-09-30,64.120,-1.185,-0.078,-1.004,-2.047,-3.142
2014-09-29,64.170,-0.078,-0.926,-0.512,-1.474,-2.314
2014-09-26,64.770,-0.926,0.419,-1.054,-1.386,-2.101
2014-09-25,64.500,0.419,-1.467,-0.967,-2.228,-2.095
2014-09-24,65.460,-1.467,0.507,-0.335,-1.118,-0.848
2014-09-23,65.130,0.507,-0.837,-1.273,-0.852,-1.482
2014-09-22,65.680,-0.837,-0.440,-0.785,-0.726,-1.203
2014-09-19,65.970,-0.440,-0.347,0.426,0.137,-0.197
2014-09-18,66.200,-0.347,0.776,0.060,0.273,-0.136
2014-09-17,65.690,0.776,-0.710,-0.288,-0.635,-1.955
2014-09-16,66.160,-0.710,0.425,0.212,-0.481,-1.239
2014-09-15,65.880,0.425,-0.212,-0.348,-0.333,-2.124
2014-09-12,66.020,-0.212,-0.136,-0.692,-0.407,-1.227
2014-09-11,66.110,-0.136,-0.557,0.015,-1.328,-0.899
2014-09-10,66.480,-0.557,0.575,0.287,-0.761,-0.390
2014-09-09,66.100,0.575,-0.287,-1.343,-1.798,-1.402
2014-09-08,66.290,-0.287,-1.060,-1.045,-0.823,-0.927
2014-09-05,67.000,-1.060,0.015,-0.461,0.435,0.149
2014-09-04,66.990,0.015,-0.475,0.224,0.375,0.782
2014-09-03,67.310,-0.475,0.703,0.899,0.403,0.779
2014-09-02,66.840,0.703,0.195,0.150,-0.105,0.496
2014-08-29,66.710,0.195,-0.045,-0.492,-0.284,-0.015
2014-08-28,66.740,-0.045,-0.447,-0.254,0.406,0.270
2014-08-27,67.040,-0.447,0.194,0.209,0.374,1.376
2014-08-26,66.910,0.194,0.015,0.662,0.601,1.073
2014-08-25,66.900,0.015,0.647,0.165,0.270,1.595
2014-08-22,66.470,0.647,-0.479,-0.060,-0.135,1.512
2014-08-21,66.790,-0.479,0.421,0.105,0.998,1.923
2014-08-20,66.510,0.421,-0.315,-0.075,0.468,1.884
2014-08-19,66.720,-0.315,0.240,0.892,1.321,2.804
2014-08-18,66.560,0.240,0.650,0.544,1.649,1.727
